id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
2755	microbial consortia	-0.3229	0.1343	5	418	632	47	2016.6809
2756	microbial diversity	-0.3628	0.182	5	274	411	29	2015.4828
2757	microbial electrolysis cell	0.2512	0.4611	5	128	205	15	2016.3333
2758	microbial enzyme	-0.0939	-0.2413	4	165	196	15	2015.8
2759	microbial fuel cell	0.7986	0.1549	3	461	1397	116	2012.1466
2760	microbial host	-0.1781	-0.6641	1	260	381	31	2015.3226
2761	microbial lipase	0.6582	0.2972	6	141	202	11	2014.7273
2762	microbial lipid	-0.621	0.0902	1	447	979	68	2015.7206
2763	microbial lipid production	-0.6005	-0.0161	1	309	620	45	2016.0444
2764	microbial oil	-0.5646	0.1228	1	402	822	59	2016.339
2765	microbial oil production	-0.6835	0.1197	1	179	262	21	2014.7619
2766	microbial platform	-0.2824	-0.5601	1	168	229	21	2017.5714
2767	microbial population	-0.4514	0.1978	5	295	392	30	2015
2768	microbial pretreatment	-0.1964	0.6525	2	100	135	13	2015.1538
2769	microbial production	-0.2283	-0.5381	1	622	1167	101	2015.3663
2770	microbial synthesis	-0.2639	-0.6644	1	110	142	14	2014.2143
2771	microbial system	-0.0887	-0.5377	1	111	128	13	2015.1538
2772	microbiome	-0.3105	-0.1642	4	449	758	54	2016.8148
2773	microbiota	-0.3933	-0.043	4	343	525	40	2016.4
2774	microchannel	1.8052	0.0162	3	138	296	14	2015.2857
2775	microcrystalline cellulose	0.1817	-0.0559	4	528	976	83	2014.8795
2776	microfluidic biofuel cell	1.8899	-0.0508	3	180	424	24	2013.4167
2777	microfluidic channel	1.8484	-0.0759	3	114	195	10	2013.8
2778	microfluidic device	1.086	-0.2606	3	140	190	15	2016.6
2779	micronutrient	-0.6545	0.2677	5	157	182	20	2015.75
2780	microperoxidase	1.9238	-0.1737	3	124	203	12	2005.4167
2781	microrna	-0.1215	-0.6183	1	238	356	19	2017.3684
2782	microstructure	0.6489	0.126	3	264	327	24	2015.2917
2783	microwave	-0.0279	0.6228	2	744	1466	112	2016.1696
2784	microwave heating	0.0784	0.644	2	103	127	10	2016.4
2785	microwave irradiation	0.0482	0.6993	2	234	363	31	2016.1613
2786	microwave power	-0.0834	0.7572	2	161	245	16	2018.4375
2787	microwave pretreatment	-0.3112	0.6971	2	129	166	13	2015.9231
2788	mild reaction condition	0.4858	0.4874	6	281	404	26	2014.4615
2789	mild temperature	0.005	0.6908	2	107	119	11	2015.2727
2790	milling	-0.2614	0.5737	2	416	634	61	2014.9508
2791	min reaction time	0.0854	0.7647	6	143	223	14	2014.9286
2792	mineral acid	0.0967	0.6281	2	135	167	16	2013.75
2793	minimum ethanol selling price	-0.4141	0.6822	2	204	360	28	2014.5714
2794	minimum selling price	-0.3365	0.5754	2	164	236	22	2017.4545
2795	mining	-0.2211	-0.4221	4	361	481	35	2016.5143
2796	minor amount	-0.0577	0.0621	2	138	152	12	2012.25
2797	mirna	-0.2835	-0.708	1	198	301	17	2016.8824
2798	miscanthus	-0.5348	0.1516	2	819	1698	136	2015.1765
2799	miscanthus giganteus	-0.4294	0.1604	2	116	145	12	2015
2800	miscanthus sacchariflorus	-0.6633	0.0605	2	126	188	16	2015.625
2801	miscanthus sinensis	-0.7089	-0.1743	2	144	212	16	2014.5
2802	miscanthus x giganteus	-0.6095	0.1795	2	206	258	21	2015.1905
2803	mitochondria	-0.0162	-0.7193	1	331	568	42	2014.9048
2804	mitochondrium	0.7905	-0.5129	3	107	146	11	2013.7273
2805	mixed microbial culture	-0.3618	0.1449	5	110	130	12	2015.4167
2806	mixed sugar	-0.2305	-0.1338	1	226	318	30	2014.2667
2807	mixing ratio	-0.5397	0.6349	5	150	199	17	2017.5882
2808	mixotrophic condition	-0.8327	-0.3513	1	275	449	31	2015.5806
2809	mixotrophic cultivation	-0.8744	-0.1424	1	215	337	24	2017.0833
2810	mixotrophic culture	-0.8708	-0.2931	1	210	314	24	2015.125
2811	mixotrophic growth	-0.777	-0.2947	1	220	302	20	2015.65
2812	mj kg	-0.2786	0.5443	2	400	714	61	2016.7049
2813	ml ch4 g vs	-0.427	0.8346	5	119	154	10	2018.7
2814	ml g	-0.268	0.6966	5	360	546	40	2015.725
2815	ml g vs	-0.5672	0.7862	5	218	382	29	2018.069
2816	ml gv	-0.6242	0.85	5	90	142	11	2016.6364
2817	ml l	-0.3145	0.182	5	176	214	22	2017.0455
2818	ml min	0.1316	0.4221	2	429	704	49	2015.1633
2819	mm concentration	0.4047	-0.2008	4	127	150	11	2018.8182
2820	mm glucose	1.8991	-0.1171	3	465	1385	62	2013.8548
2821	mm glucose concentration	1.9889	-0.0709	3	169	284	12	2015.1667
2822	mm glucose solution	1.9546	-0.0418	3	170	273	12	2016
2823	mm nacl	-0.4946	-0.3602	1	239	344	23	2015.9565
2824	mm2	0.2137	0.4443	6	172	236	14	2016.5
2825	mmol l	0.3769	0.0947	5	440	585	43	2016.2093
2826	mn2	0.3184	-0.2471	4	292	517	33	2016.5152
2827	mobility	0.6417	-0.0924	3	343	457	32	2015.9375
2828	model enzyme	1.4372	-0.1038	3	176	232	13	2016.2308
2829	model organism	-0.4848	-0.6228	1	551	907	66	2015.7576
2830	model parameter	-0.275	0.4013	2	149	178	19	2015.1579
2831	model plant	-0.6152	-0.6184	1	275	406	25	2015.52
2832	model substrate	0.1196	0.1473	4	277	361	26	2015.2308
2833	modified electrode	1.9388	-0.1605	3	265	474	25	2013.24
2834	moench	-0.7329	0.0053	2	240	379	33	2014.2424
2835	mof	1.2764	0.1458	3	217	353	20	2019.5
2836	moiety	0.7979	-0.2205	3	855	1569	100	2014.69
2837	mol glucose	-0.2495	0.0727	5	183	249	24	2014.8333
2838	mol l	0.5353	0.2059	3	275	370	25	2014.8
2839	mol m	-0.7452	-0.2794	1	128	176	14	2014.9286
2840	mol mol	-0.0963	0.1137	6	282	403	29	2015.4138
2841	molar ratio	0.2802	0.6074	6	956	3470	221	2014.9321
2842	molecular basis	-0.3124	-0.5493	1	480	749	50	2015.64
2843	molecular biology	-0.3671	-0.4503	1	124	141	13	2015
2844	molecular breeding	-0.6306	-0.5668	1	114	137	10	2013.6
2845	molecular cloning	-0.0479	-0.5725	4	140	184	11	2015.4545
2846	molecular docking	0.267	-0.5824	4	127	161	11	2018.5455
2847	molecular dynamic	0.4113	-0.4034	4	265	407	38	2015.7632
2848	molecular dynamics simulation	0.4036	-0.4096	4	335	538	49	2016.4082
2849	molecular hydrogen	0.0488	-0.3859	1	185	255	21	2012.3333
2850	molecular identification	-0.3384	-0.0593	4	121	138	16	2016.9375
2851	molecular insight	-0.2974	-0.536	1	166	199	14	2016.8571
2852	molecular mass	0.2969	-0.2566	4	537	1317	71	2015.0845
2853	molecular mechanism	-0.4047	-0.5833	1	829	1649	106	2015.8396
2854	molecular modeling	0.2199	-0.4056	4	167	199	14	2016.5714
2855	molecular oxygen	0.959	0.0039	3	245	354	21	2015.8571
2856	molecular tool	-0.4628	-0.5176	1	222	285	21	2016.1905
2857	molecular weight	0.1874	0.0805	4	835	1691	126	2015.8889
2858	molecular weight distribution	-0.0726	0.2745	2	93	108	13	2015.8462
2859	monitoring	0.5463	-0.0684	3	809	1479	122	2015.7213
2860	mono digestion	-0.5926	0.8021	5	137	229	18	2016.5
2861	monocot	-0.4568	-0.6059	1	252	380	20	2014.5
2862	monoglyceride	0.3042	0.4617	6	181	325	22	2013.4091
2863	monolayer	1.7752	-0.1966	3	339	752	38	2011.3947
2864	monolignol	-0.5115	-0.4938	1	249	469	31	2015.2903
2865	monolignol biosynthesis	-0.7048	-0.4553	1	154	241	14	2015.3571
2866	monomeric sugar	-0.1832	0.3	2	506	768	59	2014.1525
2867	monoterpene	-0.1863	-0.6591	1	179	289	22	2016.7273
2868	monounsaturated fatty acid	-0.8765	-0.277	1	301	534	30	2016.0667
2869	monte carlo simulation	-0.5168	0.5315	2	123	160	13	2015.0769
2870	morphological	-0.0457	-0.228	1	182	221	12	2016.8333
2871	motif	-0.0857	-0.6521	1	564	970	60	2015.6333
2872	mpd	1.9863	0.0258	3	141	298	13	2017.3077
2873	mrna	-0.5599	-0.7138	1	371	565	32	2014.5312
2874	ms medium	-0.687	-0.382	1	60	112	11	2012.0909
2875	msw	-0.4105	0.6587	2	224	320	27	2016.3704
2876	mufa	-0.8862	-0.1918	1	208	376	23	2017.2609
2877	multi	1.2186	-0.2144	3	454	829	42	2015.3095
2878	multi walled carbon nanotube	1.9878	-0.0607	3	490	1506	67	2014.4925
2879	multicopper oxidase	1.5686	-0.2361	3	223	395	22	2016
2880	multiple enzyme	0.048	-0.2941	4	206	244	17	2016.8824
2881	multiple gene	-0.5196	-0.7544	1	170	215	13	2016.4615
2882	multiple regression analysis	0.2705	0.9101	6	105	175	10	2014.3
2883	multiwall carbon nanotube	2.1363	-0.0528	3	179	301	16	2015.25
2884	multiwalled carbon nanotube	1.9645	-0.0888	3	458	1189	54	2014.1852
2885	municipal solid waste	-0.4462	0.7015	2	504	1000	81	2016.037
2886	municipal waste	-0.4477	0.606	5	187	261	26	2014.2692
2887	municipal wastewater	-0.7559	0.1767	1	245	361	27	2015.7407
2888	municipal wastewater treatment plant	-0.534	0.488	5	137	159	12	2015.3333
2889	mushroom	-0.2697	0.5762	5	175	230	22	2016.5
2890	mushroom substrate	-0.3635	0.6227	5	123	162	14	2017.9286
2891	mutant enzyme	0.6155	-0.4942	4	120	146	10	2014.2
2892	mutant library	-0.147	-0.5452	1	166	190	16	2015.375
2893	mutant strain	-0.3057	-0.4984	1	739	1317	98	2015.5
2894	mva	-0.2381	-0.6418	1	157	229	17	2016.2941
2895	mw cm	1.9557	-0.0522	3	393	1049	53	2014.7547
2896	mw cm2	1.8016	-0.0749	3	411	1037	51	2016.549
2897	mw m2	0.7229	0.256	3	110	207	14	2011.8571
2898	mwcnt	2.0565	-0.1002	3	576	2181	94	2014.8723
2899	mwcnts	2.0027	-0.09	3	465	1273	51	2014.7255
2900	mwnt	2.0641	-0.0911	3	172	285	14	2010.7143
2901	mwnts	2.1524	-0.1199	3	134	219	11	2011
2902	myceliophthora	0.0606	-0.3109	4	257	368	26	2016.7692
2903	myristic acid	-0.4411	-0.3163	1	152	195	12	2016.6667
2904	myrothecium verrucaria	1.8029	-0.1207	3	211	398	20	2013.05
2905	myrothecium verrucaria bilirubin oxidase	2.0609	-0.2009	3	112	188	10	2013.4
2906	n butanol	-0.1731	-0.4031	1	493	865	74	2014.7162
2907	n butanol production	-0.218	-0.3383	1	196	321	23	2016.1739
2908	n crassa	-0.1067	-0.6239	4	179	293	20	2015.35
2909	n fertilization	-0.7745	0.0963	2	103	141	14	2017.5
2910	n fertilizer	-0.7508	0.2125	2	126	183	16	2015.6875
2911	n hexane	-0.0207	0.3439	6	331	532	37	2015.7838
2912	n oceanica	-0.7952	-0.5557	1	171	236	14	2016.8571
2913	n oculata	-0.8409	-0.1321	1	162	229	17	2015.2941
2914	n oleoabundan	-0.9304	-0.3715	1	159	247	14	2014.9286
2915	n starvation	-0.8368	-0.5298	1	173	250	15	2015.2667
2916	n terminal	0.3067	-0.4708	4	206	283	20	2015.25
2917	n terminus	0.1707	-0.626	4	191	235	16	2014.1875
2918	n2o	-0.7466	0.2615	2	158	270	19	2014.7895
2919	n2o emission	-0.7571	0.2812	2	183	318	21	2014.7619
2920	nacl concentration	-0.3299	-0.2386	1	269	332	23	2015.1304
2921	nad	0.884	-0.4163	3	804	2040	123	2013.439
2922	nadh	0.902	-0.4307	3	888	2563	150	2012.9133
2923	nadh oxidation	1.8292	-0.2569	3	246	483	23	2011.5652
2924	nadp	0.1503	-0.6376	1	287	409	28	2015.25
2925	nadph	-0.1714	-0.6339	1	609	1207	80	2015.7125
2926	nafion	1.8989	-0.0937	3	444	1202	53	2012.8491
2927	nafion membrane	1.9025	-0.2432	3	181	319	14	2011
2928	nannochloropsis	-0.6795	-0.2646	1	547	980	65	2015.6308
2929	nannochloropsis oceanica	-0.794	-0.5457	1	270	461	28	2017.4643
2930	nannochloropsis oculata	-0.7984	-0.0977	1	162	239	19	2014.6316
2931	nannochloropsis salina	-0.6787	-0.2531	1	212	303	21	2015.2381
2932	nano	1.0113	0.0565	3	207	276	20	2015.15
2933	nano3	-0.7142	-0.1557	1	322	510	32	2016.3125
2934	nanocatalyst	0.8013	0.5165	6	278	455	27	2018.5185
2935	nanocellulose	0.802	0.1502	3	130	143	13	2018.4615
2936	nanocomposite	1.8918	-0.025	3	469	1479	63	2014.7302
2937	nanofiltration	-0.3551	0.3833	2	81	95	11	2015.6364
2938	nanomaterial	1.3487	0.0612	3	520	1149	71	2016.6761
2939	nanoparticle	1.1547	0.1278	3	1062	3197	203	2016.399
2940	nanostructure	1.5466	-0.0459	3	411	830	51	2015.4118
2941	nanotechnology	0.7851	-0.0053	3	225	308	28	2015.1429
2942	nanotube	1.8365	-0.0548	3	347	704	37	2013.4595
2943	nanowire	1.3885	0.0282	3	203	286	18	2014.7778
2944	naoh	-0.2046	0.6223	2	1188	3734	282	2015.6986
2945	naoh concentration	-0.2872	0.7976	2	194	309	25	2017.24
2946	naoh pretreatment	-0.416	0.5699	2	280	479	36	2016.7222
2947	naphthoquinone	1.9067	-0.154	3	179	272	13	2017.5385
2948	napier grass	-0.3658	0.2772	2	134	158	12	2017.1667
2949	nation	-0.1864	0.4013	2	96	112	13	2012.3846
2950	national renewable energy laboratory	-0.5944	0.3408	2	138	167	14	2013.5
2951	native	-0.4371	-0.1082	2	194	213	15	2014.7333
2952	native enzyme	0.5372	-0.356	4	203	249	14	2014.7857
2953	native structure	1.6901	-0.1104	3	158	250	12	2013.8333
2954	natural gas	-0.4551	0.4286	2	292	423	39	2013.9231
2955	natural product	-0.1828	-0.5966	1	251	336	30	2015.7333
2956	natural substrate	0.3711	-0.3202	4	234	303	21	2014.9048
2957	ncimb	-0.3153	-0.1324	1	216	294	22	2013.6818
2958	negative correlation	-0.637	-0.0949	1	444	608	41	2015.561
2959	neochloris oleoabundan	-0.9183	-0.3074	1	221	383	26	2014.7308
2960	net energy ratio	-0.7196	0.3239	2	108	138	14	2014.9286
2961	net photosynthetic rate	-0.7879	-0.3823	1	113	154	10	2015.7
2962	net present value	-0.4171	0.6947	2	166	271	22	2016.8636
2963	neurospora	-0.0882	-0.5725	4	260	448	31	2015.5806
2964	neurospora crassa	-0.013	-0.5732	4	238	402	29	2015
2965	neutral detergent fiber	-0.6524	0.0397	2	124	163	13	2014.0769
2966	neutral lipid	-0.8158	-0.3646	1	517	1133	76	2015.6579
2967	neutral lipid accumulation	-0.8903	-0.5629	1	179	244	14	2016.0714
2968	neutral lipid content	-0.8826	-0.6051	1	253	441	25	2016.12
2969	neutral ph	1.1741	-0.0669	3	282	394	30	2012.3667
2970	new biocatalyst	0.8506	0.0745	3	167	214	15	2016.8
2971	new catalyst	1.9022	-0.0961	3	106	181	10	2015.2
2972	new gene	-0.1269	-0.5575	4	195	232	13	2016.2308
2973	new generation	1.287	-0.1171	3	215	308	20	2014.15
2974	new light	0.427	-0.3403	3	189	213	14	2016
2975	new paradigm	-0.0634	-0.4674	1	85	99	10	2013.9
2976	new pathway	-0.1031	-0.5674	1	144	164	16	2013.625
2977	new route	0.599	-0.2254	3	263	331	21	2015.1429
2978	new type	1.1988	-0.002	3	306	445	28	2014.1429
2979	newspaper	-0.2157	0.6254	2	126	168	15	2014.2
2980	next generation sequencing	-0.579	-0.0915	5	201	240	17	2017.5882
2981	nh3	0.3466	0.176	5	184	207	18	2016.0556
2982	nh4 n	-0.725	0.4594	5	119	151	11	2015.6364
2983	nh4cl	-0.4543	-0.0929	1	120	131	12	2014.8333
2984	nh4n	-0.578	0.1103	5	107	123	11	2016.2727
2985	nhe	1.8701	-0.215	3	195	298	13	2011.3077
2986	ni2	0.3584	-0.099	4	247	375	19	2016.1053
2987	nicotiana	-0.2897	-0.7064	1	170	238	15	2017.2
2988	nicotinamide adenine dinucleotide	1.5897	-0.3011	3	383	830	40	2012.225
2989	nife hydrogenase	1.122	-0.3496	3	137	192	14	2014.3571
2990	night	-0.569	-0.5093	1	155	191	13	2014.6154
2991	nile red staining	-0.8605	-0.5101	1	162	257	11	2016.0909
2992	nir	-0.3675	0.2343	2	185	235	25	2014.76
2993	nirs	-0.543	0.0594	2	105	133	14	2015.2857
2994	nitrate	-0.6654	-0.0807	1	508	796	63	2015.1905
2995	nitrate reductase	-0.5887	-0.4	1	105	126	10	2016
2996	nitric acid	-0.0169	0.5458	2	122	136	10	2017
2997	nitrogen concentration	-0.7924	-0.0891	1	331	523	41	2016
2998	nitrogen deficiency	-0.9274	-0.4316	1	209	312	18	2015.3333
2999	nitrogen depletion	-0.8284	-0.5419	1	291	456	27	2014.5185
3000	nitrogen deprivation	-0.7911	-0.6789	1	325	591	32	2015.9062
3001	nitrogen fertilization	-0.7663	0.0921	2	116	140	14	2016.2143
3002	nitrogen fertilizer	-0.6662	0.1665	2	147	181	16	2015
3003	nitrogen fixation	-0.5464	-0.4053	1	191	260	18	2015.4444
3004	nitrogen limitation	-0.7869	-0.2996	1	388	600	42	2015.8333
3005	nitrogen limited condition	-0.8897	-0.2918	1	127	155	11	2017
3006	nitrogen ratio	-0.712	0.1557	1	237	309	23	2015.4783
3007	nitrogen starvation	-0.8188	-0.5733	1	541	1211	77	2015.5195
3008	nitrogen stress	-0.8053	-0.7577	1	128	179	11	2017
3009	nitrogen supply	-0.747	-0.198	1	153	172	13	2015.7692
3010	nmr analysis	-0.0616	0.2292	2	276	370	31	2015.8065
3011	noise ratio	1.6481	-0.1393	3	185	317	12	2012.25
3012	non arable land	-0.747	-0.2834	1	139	180	15	2013.8
3013	non edible oil	0.1845	0.6689	6	230	425	27	2015.4815
3014	non food feedstock	-0.2601	0.2992	2	94	121	11	2015
3015	north america	-0.5848	-0.0588	2	219	258	19	2014.5263
3016	norway spruce	-0.1803	0.4239	2	135	179	13	2015.6923
3017	nov	-0.4487	-0.2135	1	119	135	12	2017.1667
3018	novel cellulase	0.0873	-0.3109	4	157	191	12	2015.8333
3019	novel enzyme	0.0524	-0.3945	4	249	315	26	2015.0769
3020	novel gene	-0.3867	-0.5795	1	303	386	22	2016.3182
3021	novel insight	-0.2844	-0.5457	1	243	291	19	2016.2632
3022	novel pathway	-0.0096	-0.6818	1	103	119	11	2015
3023	novel system	0.4919	-0	6	166	184	11	2013
3024	november	-0.7893	0.1675	2	102	128	11	2014
3025	novozym	0.3838	0.6913	6	403	1067	64	2013.1094
3026	novozyme	0.0439	0.4263	6	315	463	32	2014.125
3027	nox	-0.1681	0.4763	6	199	387	29	2015.7586
3028	nox emission	-0.0981	0.6694	6	125	254	18	2013.7778
3029	npv	-0.4631	0.6538	2	120	192	16	2016.4375
3030	nrel	-0.5967	0.3479	2	121	146	13	2013.4615
3031	nucleotide	-0.2066	-0.6697	1	253	318	20	2014.9
3032	nutrient concentration	-0.7406	0.1319	1	178	229	18	2017.1111
3033	nutrient content	-0.5757	0.3323	5	236	294	25	2016.92
3034	nutrient deprivation	-0.9242	-0.4419	1	155	223	13	2015.8462
3035	nutrient limitation	-0.8061	-0.3083	1	207	286	20	2017.05
3036	nutrient recovery	-0.6816	0.3788	5	110	142	11	2015.1818
3037	nutrient removal	-0.8041	0.1878	1	296	572	45	2015.2222
3038	nutrient source	-0.6119	0.0923	1	351	501	43	2015.2791
3039	nutrient starvation	-0.8988	-0.356	1	175	250	16	2015.0625
3040	nutrient supplementation	-0.3861	0.4474	2	204	271	21	2016.1905
3041	o methyltransferase	-0.585	-0.5051	1	198	313	19	2015.4211
3042	o2 reduction	1.8592	-0.1471	3	342	764	38	2013.3421
3043	ocp	2.0326	-0.0944	3	253	534	23	2016.4783
3044	octanol	-0.026	-0.0797	2	131	154	13	2015.4615
3045	october	-0.7696	0.1358	2	137	174	18	2014.2222
3046	ocv	1.929	-0.0594	3	354	874	36	2016.6389
3047	ofmsw	-0.59	0.794	5	213	419	32	2015.875
3048	oil	-0.1366	0.2357	6	2526	14102	1013	2015.0444
3049	oil accumulation	-0.8515	-0.5769	1	428	852	49	2015.3673
3050	oil biosynthesis	-0.7571	-0.7795	1	223	394	17	2015.7647
3051	oil body	-0.6776	-0.7223	1	230	341	18	2015.6111
3052	oil content	-0.732	-0.3046	1	829	1852	115	2015.6609
3053	oil crop	-0.6101	0.0311	1	207	260	20	2014.2
3054	oil extraction	-0.4273	0.2952	6	470	844	79	2015.1772
3055	oil molar ratio	0.3199	0.8064	6	407	1342	76	2015.6316
3056	oil palm empty fruit bunch	-0.1164	0.4593	2	226	314	28	2016.6429
3057	oil price	-0.4469	0.2278	2	217	271	27	2014.3704
3058	oil product	-0.0397	0.4722	2	125	159	14	2015.4286
3059	oil production	-0.6424	-0.1059	1	760	1453	104	2015.3077
3060	oil quality	-0.6311	0.0827	1	173	229	18	2015.1667
3061	oil ratio	0.2856	0.7648	6	305	657	39	2015.2564
3062	oil weight	0.3367	0.593	6	148	264	14	2011.4286
3063	oil yield	-0.5318	0.0735	1	526	889	67	2015.4627
3064	oilseed	-0.4692	-0.148	1	308	421	28	2014.6071
3065	oilseed crop	-0.7238	-0.4769	1	367	646	43	2015.6279
3066	oleaginous fungi	-0.6648	0.0035	1	125	182	15	2014.8667
3067	oleaginous microalgae	-0.7528	-0.5023	1	424	785	46	2015.7609
3068	oleaginous microorganism	-0.6369	-0.1073	1	369	619	42	2015.8571
3069	oleaginous yeast	-0.5794	-0.0962	1	647	1574	111	2016.7838
3070	oleaginous yeast rhodosporidium	-0.4887	-0.0008	1	111	183	16	2015.0625
3071	oleaginous yeast rhodosporidium toruloide	-0.497	-0.3007	1	163	246	20	2015.7
3072	oleaginous yeast yarrowia	-0.4011	-0.558	1	166	247	16	2017.75
3073	oleic acid	-0.4987	0.0793	1	895	2420	144	2015.1944
3074	oleochemical	-0.5708	-0.6309	1	236	365	26	2016.6154
3075	oletje	0.3632	-0.4781	4	109	183	15	2017.2667
3076	oligosaccharide	0.1212	-0.1705	4	803	1609	128	2015.5156
3077	olive mill wastewater	-0.5579	0.5604	5	114	149	11	2016.3636
3078	olive oil	0.1247	0.3091	6	336	526	35	2014.2286
3079	olive pomace	-0.1109	0.6755	5	99	107	10	2016.7
3080	olive tree pruning	-0.2501	0.5253	2	100	108	12	2016.3333
3081	olr	-0.6181	0.7441	5	389	1145	83	2015.4699
3082	omw	-0.6148	0.5113	5	115	139	10	2015.7
3083	onset	0.5051	-0.3346	3	347	472	27	2014.8889
3084	onset potential	2.0552	-0.1335	3	292	666	26	2016.4231
3085	opefb	-0.0583	0.3658	2	157	186	14	2016.7857
3086	open circuit potential	1.9598	-0.1106	3	564	2130	98	2015.5714
3087	open circuit voltage	1.9618	-0.1192	3	696	3929	193	2015.0363
3088	open pond	-0.7556	0.0183	1	147	196	17	2014.5882
3089	open raceway pond	-0.7714	0.1118	1	95	112	10	2014.4
3090	open reading frame	-0.0689	-0.609	4	422	695	41	2013.9268
3091	operating	0.5908	0.1517	3	464	709	48	2013.8542
3092	operating cost	-0.3649	0.5975	2	204	251	20	2014.8
3093	operating parameter	-0.2062	0.7927	6	191	269	20	2015.7
3094	operational stability	1.1741	0.2073	3	508	971	58	2014.9483
3095	operon	-0.2569	-0.618	1	467	826	63	2014.6984
3096	opt	-0.3904	0.2307	2	165	198	13	2016.1538
3097	optimal activity	0.3094	-0.2835	4	347	496	31	2015.2258
3098	optimal concentration	-0.7813	0.1125	1	109	126	10	2015.6
3099	optimal operating condition	-0.0569	0.6942	6	141	182	14	2017.1429
3100	optimal parameter	0.028	0.6647	6	133	164	14	2016.3571
3101	optimal ph	0.2656	-0.1911	4	514	822	55	2014.2727
3102	optimal pretreatment condition	-0.2323	0.7413	2	223	327	24	2016.125
3103	optimal reaction condition	0.3379	0.6748	6	249	408	27	2013.8889
3104	optimal temperature	0.2013	-0.2477	4	537	1012	71	2015
3105	optimization process	-0.1674	0.3789	6	116	154	13	2017.3846
3106	optimization study	-0.0394	0.2661	6	394	561	34	2016.8235
3107	optimized medium	-0.3007	0.0047	1	157	178	15	2015.1333
3108	optimized parameter	-0.2562	0.4259	6	147	176	11	2017.1818
3109	optimized reaction condition	0.344	0.7902	6	108	157	11	2016.2727
3110	optimum activity	0.4045	-0.2355	4	244	331	23	2015.8261
3111	optimum concentration	-0.2894	0.3183	2	127	137	12	2017.75
